source_id,page_number_display,chunk_id,chunk_index,sentence_count,word_count,text
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__faq__why_isn_t_there_a_profile_between_privileged_and_baseline__0013__chunk_0001,1,4,94,"The three profiles defined here have a clear linear progression from most secure (Restricted) to least secure (Privileged), and cover a broad set of workloads. Privileges required above the Baseline policy are typically very application specific, so we do not offer a standard profile in this niche. This is not to say that the privileged profile should always be used in this case, but that policies in this space need to be defined on a case-by-case basis. SIG Auth may reconsider this position in the future, should a clear need for other profiles arise."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__faq__what_s_the_difference_between_a_security_profile_and_a_security_context__0014__chunk_0001,1,4,73,"Security Contexts configure Pods and Containers at runtime. Security contexts are defined as part of the Pod and container specifications in the Pod manifest, and represent parameters to the container runtime. Security profiles are control plane mechanisms to enforce specific settings in the Security Context, as well as other related parameters outside the Security Context. As of July 2021, Pod Security Policies are deprecated in favor of the built-in Pod Security Admission Controller."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_standards__pod_security_standards__faq__what_about_sandboxed_pods__0015__chunk_0001,1,7,112,"There is currently no API standard that controls whether a Pod is considered sandboxed or not. Sandbox Pods may be identified by the use of a sandboxed runtime (such as gVisor or Kata Containers), but there is no standard definition of what a sandboxed runtime is. The protections necessary for sandboxed workloads can differ from others. For example, the need to restrict privileged permissions is lessened when the workload is isolated from the underlying kernel. This allows for workloads requiring heightened permissions to still be isolated. Additionally, the protection of sandboxed workloads is highly dependent on the method of sandboxing. As such, no single recommended profile is recommended for all sandboxed workloads."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_admission__pod_security_admission__0001__chunk_0001,1,4,60,"Kubernetes v1.25 [stable] The Kubernetes Pod Security Standards define different isolation levels for Pods. These standards let you define how you want to restrict the behavior of pods in a clear, consistent fashion. Kubernetes offers a built-in Pod Security admission controller to enforce the Pod Security Standards. Pod security restrictions are applied at the namespace level when pods are created."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_admission__pod_security_admission__built_in_pod_security_admission_enforcement__0002__chunk_0001,1,2,35,"Section: Pod Security Admission > Built-in Pod Security admission enforcement. This page is part of the documentation for Kubernetes v1.36. If you are running a different version of Kubernetes, consult the documentation for that release."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_admission__pod_security_admission__pod_security_levels__0003__chunk_0001,1,2,46,"Pod Security admission places requirements on a Pod's Security Context and other related fields according to the three levels defined by the Pod Security Standards: privileged, baseline, and restricted. Refer to the Pod Security Standards page for an in-depth look at those requirements. privileged baseline restricted"
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_admission__pod_security_admission__pod_security_admission_labels_for_namespaces__0004__chunk_0001,1,3,91,"Once the feature is enabled or the webhook is installed, you can configure namespaces to define the admission control mode you want to use for pod security in each namespace. Kubernetes defines a set of labels that you can set to define which of the predefined Pod Security Standard levels you want to use for a namespace. The label you select defines what action the control plane takes if a potential violation is detected: A namespace can configure any or all modes, or even set a different level for different modes."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_admission__pod_security_admission__pod_security_admission_labels_for_namespaces__0004__chunk_0002,2,1,114,"For each mode, there are two labels that determine the policy used: # The per-mode level label indicates which policy level to apply for the mode. # # MODE must be one of `enforce`, `audit`, or `warn`. # LEVEL must be one of `privileged`, `baseline`, or `restricted`. pod-security.kubernetes.io/<MODE>: <LEVEL> # Optional: per-mode version label that can be used to pin the policy to the # version that shipped with a given Kubernetes minor version (for example v1.36). # # MODE must be one of `enforce`, `audit`, or `warn`. # VERSION must be a valid Kubernetes minor version, or `latest`. pod-security.kubernetes.io/<MODE>-version: <VERSION> Check out Enforce Pod Security Standards with Namespace Labels to see example usage."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_admission__pod_security_admission__workload_resources_and_pod_templates__0005__chunk_0001,1,4,68,"Pods are often created indirectly, by creating a workload object such as a Deployment or Job. The workload object defines a Pod template and a controller for the workload resource creates Pods based on that template. To help catch violations early, both the audit and warning modes are applied to the workload resources. However, enforce mode is not applied to workload resources, only to the resulting pod objects."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_admission__pod_security_admission__exemptions__0006__chunk_0001,1,7,107,"You can define exemptions from pod security enforcement in order to allow the creation of pods that would have otherwise been prohibited due to the policy associated with a given namespace. Exemptions can be statically configured in the Admission Controller configuration. Exemptions must be explicitly enumerated. Requests meeting exemption criteria are ignored by the Admission Controller (all enforce, audit and warn behaviors are skipped). Exemption dimensions include: enforce audit warn Usernames: requests from users with an exempt authenticated (or impersonated) username are ignored. RuntimeClassNames: pods and workload resources specifying an exempt runtime class name are ignored. Namespaces: pods and workload resources in an exempt namespace are ignored."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_admission__pod_security_admission__exemptions__caution__0007__chunk_0001,1,1,72,"system:serviceaccount:kube-system:replicaset-controller Updates to the following pod fields are exempt from policy checks, meaning that if a pod update request only changes these fields, it will not be denied even if the pod is in violation of the current policy level: Any metadata updates except changes to the seccomp or AppArmor annotations: seccomp.security.alpha.kubernetes.io/pod (deprecated) container.seccomp.security.alpha.kubernetes.io/* (deprecated) container.apparmor.security.beta.kubernetes.io/* (deprecated) seccomp.security.alpha.kubernetes.io/pod (deprecated) seccomp.security.alpha.kubernetes.io/pod container.seccomp.security.alpha.kubernetes.io/* (deprecated) container.seccomp.security.alpha.kubernetes.io/* container.apparmor.security.beta.kubernetes.io/* (deprecated) container.apparmor.security.beta.kubernetes.io/* Valid updates to.spec.activeDeadlineSeconds.spec.activeDeadlineSeconds Valid updates to.spec.tolerations.spec.tolerations"
k8s_security_docs,,k8s_security_docs__docs_concepts_security_pod_security_admission__pod_security_admission__metrics__0008__chunk_0001,1,2,72,"Here are the Prometheus metrics exposed by kube-apiserver: pod_security_errors_total: This metric indicates the number of errors preventing normal evaluation. Non-fatal errors may result in the latest restricted profile being used for enforcement. pod_security_errors_total pod_security_evaluations_total: This metric indicates the number of policy evaluations that have occurred, not counting ignored or exempt requests during exporting. pod_security_evaluations_total pod_security_exemptions_total: This metric indicates the number of exempt requests, not counting ignored or out of scope requests. pod_security_exemptions_total"
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__0001__chunk_0001,1,1,29,"Section: Service Accounts. This page introduces the ServiceAccount object in Kubernetes, providing information about how service accounts work, use cases, limitations, alternatives, and links to resources for additional guidance."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__what_are_service_accounts__0002__chunk_0001,1,9,151,"A service account is a type of non-human account that, in Kubernetes, provides a distinct identity in a Kubernetes cluster. Application Pods, system components, and entities inside and outside the cluster can use a specific ServiceAccount's credentials to identify as that ServiceAccount. This identity is useful in various situations, including authenticating to the API server or implementing identity-based security policies. Service accounts exist as ServiceAccount objects in the API server. Service accounts have the following properties: Namespaced: Each service account is bound to a Kubernetes namespace. Every namespace gets a default ServiceAccount upon creation. default Lightweight: Service accounts exist in the cluster and are defined in the Kubernetes API. You can quickly create service accounts to enable specific tasks. Portable: A configuration bundle for a complex containerized workload might include service account definitions for the system's components. The lightweight nature of service accounts and the namespaced identities make the configurations portable."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__what_are_service_accounts__0002__chunk_0002,2,4,62,"Service accounts are different from user accounts, which are authenticated human users in the cluster. By default, user accounts don't exist in the Kubernetes API server; instead, the API server treats user identities as opaque data. You can authenticate as a user account using multiple methods. Some Kubernetes distributions might add custom extension APIs to represent user accounts in the API server."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__what_are_service_accounts__default_service_accounts__0003__chunk_0001,1,3,102,"When you create a cluster, Kubernetes automatically creates a ServiceAccount object named default for every namespace in your cluster. The default service accounts in each namespace get no permissions by default other than the default API discovery permissions that Kubernetes grants to all authenticated principals if role-based access control (RBAC) is enabled. If you delete the default ServiceAccount object in a namespace, the control plane replaces it with a new one. default If you deploy a Pod in a namespace, and you don't manually assign a ServiceAccount to the Pod, Kubernetes assigns the default ServiceAccount for that namespace to the Pod. default"
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__use_cases_for_kubernetes_service_accounts__0004__chunk_0001,1,8,190,"As a general guideline, you can use service accounts to provide identities in the following scenarios: Your Pods need to communicate with the Kubernetes API server, for example in situations such as the following: Providing read-only access to sensitive information stored in Secrets. Granting cross-namespace access, such as allowing a Pod in namespace example to read, list, and watch for Lease objects in the kube-node-lease namespace. Providing read-only access to sensitive information stored in Secrets. Granting cross-namespace access, such as allowing a Pod in namespace example to read, list, and watch for Lease objects in the kube-node-lease namespace. example kube-node-lease Your Pods need to communicate with an external service. For example, a workload Pod requires an identity for a commercially available cloud API, and the commercial provider allows configuring a suitable trust relationship. Authenticating to a private image registry using an imagePullSecret. imagePullSecret An external service needs to communicate with the Kubernetes API server. For example, authenticating to the cluster as part of a CI/CD pipeline. You use third-party security software in your cluster that relies on the ServiceAccount identity of different Pods to group those Pods into different contexts."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__how_to_use_service_accounts__0005__chunk_0001,1,6,108,"To use a Kubernetes service account, you do the following: Create a ServiceAccount object using a Kubernetes client like kubectl or a manifest that defines the object. kubectl Grant permissions to the ServiceAccount object using an authorization mechanism such as RBAC. Assign the ServiceAccount object to Pods during Pod creation. If you're using the identity from an external service, retrieve the ServiceAccount token and use it from that service instead. Assign the ServiceAccount object to Pods during Pod creation. If you're using the identity from an external service, retrieve the ServiceAccount token and use it from that service instead. For instructions, refer to Configure Service Accounts for Pods."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__how_to_use_service_accounts__grant_permissions_to_a_serviceaccount__0006__chunk_0001,1,5,79,"You can use the built-in Kubernetes role-based access control (RBAC) mechanism to grant the minimum permissions required by each service account. You create a role, which grants access, and then bind the role to your ServiceAccount. RBAC lets you define a minimum set of permissions so that the service account permissions follow the principle of least privilege. Pods that use that service account don't get more permissions than are required to function correctly. For instructions, refer to ServiceAccount permissions."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__how_to_use_service_accounts__grant_permissions_to_a_serviceaccount__cross_namespace_access_using_a_serviceaccount__0007__chunk_0001,1,5,106,"You can use RBAC to allow service accounts in one namespace to perform actions on resources in a different namespace in the cluster. For example, consider a scenario where you have a service account and Pod in the dev namespace and you want your Pod to see Jobs running in the maintenance namespace. You could create a Role object that grants permissions to list Job objects. Then, you'd create a RoleBinding object in the maintenance namespace to bind the Role to the ServiceAccount object. Now, Pods in the dev namespace can list Job objects in the maintenance namespace using that service account. dev maintenance dev maintenance"
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__how_to_use_service_accounts__assign_a_serviceaccount_to_a_pod__0008__chunk_0001,1,3,125,"To assign a ServiceAccount to a Pod, you set the spec.serviceAccountName field in the Pod specification. Kubernetes then automatically provides the credentials for that ServiceAccount to the Pod. In v1.22 and later, Kubernetes gets a short-lived, automatically rotating token using the TokenRequest API and mounts the token as a projected volume. spec.serviceAccountName TokenRequest By default, Kubernetes provides the Pod with the credentials for an assigned ServiceAccount, whether that is the default ServiceAccount or a custom ServiceAccount that you specify. default To prevent Kubernetes from automatically injecting credentials for a specified ServiceAccount or the default ServiceAccount, set the automountServiceAccountToken field in your Pod specification to false. default automountServiceAccountToken false In versions earlier than 1.22, Kubernetes provides a long-lived, static token to the Pod as a Secret."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__how_to_use_service_accounts__assign_a_serviceaccount_to_a_pod__manually_retrieve_serviceaccount_credentials__0009__chunk_0001,1,7,155,"If you need the credentials for a ServiceAccount to mount in a non-standard location, or for an audience that isn't the API server, use one of the following methods: TokenRequest API (recommended): Request a short-lived service account token from within your own application code. The token expires automatically and can rotate upon expiration. If you have a legacy application that is not aware of Kubernetes, you could use a sidecar container within the same pod to fetch these tokens and make them available to the application workload. Token Volume Projection (also recommended): In Kubernetes v1.20 and later, use the Pod specification to tell the kubelet to add the service account token to the Pod as a projected volume. Projected tokens expire automatically, and the kubelet rotates the token before it expires. Service Account Token Secrets (not recommended): You can mount service account tokens as Kubernetes Secrets in Pods. These tokens don't expire and don't rotate."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__how_to_use_service_accounts__assign_a_serviceaccount_to_a_pod__manually_retrieve_serviceaccount_credentials__0009__chunk_0002,2,4,87,"In versions prior to v1.24, a permanent token was automatically created for each service account. This method is not recommended anymore, especially at scale, because of the risks associated with static, long-lived credentials. The LegacyServiceAccountTokenNoAutoGeneration feature gate (which was enabled by default from Kubernetes v1.24 to v1.26), prevented Kubernetes from automatically creating these tokens for ServiceAccounts. The feature gate is removed in v1.27, because it was elevated to GA status; you can still create indefinite service account tokens manually, but should take into account the security implications."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__how_to_use_service_accounts__assign_a_serviceaccount_to_a_pod__node_audience_restriction_for_service_account_tokens__0010__chunk_0001,1,6,106,"Kubernetes v1.33 [beta] When the ServiceAccountNodeAudienceRestriction feature gate is enabled, the NodeRestriction admission plugin limits which audiences a kubelet can request when creating service account tokens via the TokenRequest API. By default, the kubelet can only request tokens for audiences already referenced by pods on that node (through projected service account token volumes or CSI driver token requests). Administrators can grant kubelets access to additional audiences using RBAC rules with the request-serviceaccounts-token-audience verb. ServiceAccountNodeAudienceRestriction TokenRequest request-serviceaccounts-token-audience This restriction applies only to kubelets (node identities) and does not affect other callers of the TokenRequest API. For details and RBAC examples, see Service account token audience restriction. TokenRequest"
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__how_to_use_service_accounts__assign_a_serviceaccount_to_a_pod__note__0011__chunk_0001,1,5,97,"For applications running outside your Kubernetes cluster, you might be considering creating a long-lived ServiceAccount token that is stored in a Secret. This allows authentication, but the Kubernetes project recommends you avoid this approach. Long-lived bearer tokens represent a security risk as, once disclosed, the token can be misused. Instead, consider using an alternative. For example, your external application can authenticate using a well-protected private key and a certificate, or using a custom mechanism such as an authentication webhook that you implement yourself. and You can also use TokenRequest to obtain short-lived tokens for your external application."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__how_to_use_service_accounts__restricting_access_to_secrets_deprecated__note__0012__chunk_0001,1,2,86,"kubernetes.io/enforce-mountable-secrets Kubernetes provides an annotation called kubernetes.io/enforce-mountable-secrets that you can add to your ServiceAccounts. When this annotation is applied, the ServiceAccount's secrets can only be mounted on specified types of resources, enhancing the security posture of your cluster. kubernetes.io/enforce-mountable-secrets You can add the annotation to a ServiceAccount using a manifest: apiVersion: v1 kind: ServiceAccount metadata: annotations: kubernetes.io/enforce-mountable-secrets: ""true"" name: my-serviceaccount namespace: my-namespace When this annotation is set to ""true"", the Kubernetes control plane ensures that the Secrets from this ServiceAccount are subject to certain mounting restrictions."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__how_to_use_service_accounts__restricting_access_to_secrets_deprecated__note__0012__chunk_0002,2,1,98,"The name of each Secret that is mounted as a volume in a Pod must appear in the secrets field of the Pod's ServiceAccount. secrets The name of each Secret referenced using envFrom in a Pod must also appear in the secrets field of the Pod's ServiceAccount. envFrom secrets The name of each Secret referenced using imagePullSecrets in a Pod must also appear in the secrets field of the Pod's ServiceAccount. imagePullSecrets secrets By understanding and enforcing these restrictions, cluster administrators can maintain a tighter security profile and ensure that secrets are accessed only by the appropriate resources."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__authenticating_service_account_credentials__0013__chunk_0001,1,9,151,"ServiceAccounts use signed JSON Web Tokens (JWTs) to authenticate to the Kubernetes API server, and to any other system where a trust relationship exists. Depending on how the token was issued (either time-limited using a TokenRequest or using a legacy mechanism with a Secret), a ServiceAccount token might also have an expiry time, an audience, and a time after which the token starts being valid. When a client that is acting as a ServiceAccount tries to communicate with the Kubernetes API server, the client includes an Authorization: Bearer <token> header with the HTTP request. The API server checks the validity of that bearer token as follows: TokenRequest Authorization: Bearer <token> Checks the token signature. Checks whether the token has expired. Checks whether object references in the token claims are currently valid. Checks whether the token is currently valid. Checks the audience claims. The TokenRequest API produces bound tokens for a ServiceAccount."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__authenticating_service_account_credentials__0013__chunk_0002,2,5,100,"This binding is linked to the lifetime of the client, such as a Pod, that is acting as that ServiceAccount. See Token Volume Projection for an example of a bound pod service account token's JWT schema and payload. For tokens issued using the TokenRequest API, the API server also checks that the specific object reference that is using the ServiceAccount still exists, matching by the unique ID of that object. For legacy tokens that are mounted as Secrets in Pods, the API server checks the token against the Secret. TokenRequest For more information about the authentication process, refer to Authentication."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__authenticating_service_account_credentials__authenticating_service_account_credentials_in_your_own_code__0014__chunk_0001,1,5,151,"If you have services of your own that need to validate Kubernetes service account credentials, you can use the following methods: TokenReview API (recommended) OIDC discovery The Kubernetes project recommends that you use the TokenReview API, because this method invalidates tokens that are bound to API objects such as Secrets, ServiceAccounts, Pods or Nodes when those objects are deleted. For example, if you delete the Pod that contains a projected ServiceAccount token, the cluster invalidates that token immediately and a TokenReview immediately fails. If you use OIDC validation instead, your clients continue to treat the token as valid until the token reaches its expiration timestamp. Your application should always define the audience that it accepts, and should check that the token's audiences match the audiences that the application expects. This helps to minimize the scope of the token so that it can only be used in your application and nowhere else."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__alternatives__0015__chunk_0001,1,7,140,"Issue your own tokens using another mechanism, and then use Webhook Token Authentication to validate bearer tokens using your own validation service. Provide your own identities to Pods. Use the SPIFFE CSI driver plugin to provide SPIFFE SVIDs as X.509 certificate pairs to Pods. 🛇 This item links to a third party project or product that is not part of Kubernetes itself. More information Use a service mesh such as Istio to provide certificates to Pods. Use the SPIFFE CSI driver plugin to provide SPIFFE SVIDs as X.509 certificate pairs to Pods. 🛇 This item links to a third party project or product that is not part of Kubernetes itself. More information Use the SPIFFE CSI driver plugin to provide SPIFFE SVIDs as X.509 certificate pairs to Pods. Use a service mesh such as Istio to provide certificates to Pods."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_service_accounts__service_accounts__alternatives__0015__chunk_0002,2,8,140,"Authenticate from outside the cluster to the API server without using service account tokens: Configure the API server to accept OpenID Connect (OIDC) tokens from your identity provider. Use service accounts or user accounts created using an external Identity and Access Management (IAM) service, such as from a cloud provider, to authenticate to your cluster. Use the CertificateSigningRequest API with client certificates. Configure the API server to accept OpenID Connect (OIDC) tokens from your identity provider. Use service accounts or user accounts created using an external Identity and Access Management (IAM) service, such as from a cloud provider, to authenticate to your cluster. Use the CertificateSigningRequest API with client certificates. Configure the kubelet to retrieve credentials from an image registry. Use a Device Plugin to access a virtual Trusted Platform Module (TPM), which then allows authentication using a private key."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_controlling_access__controlling_access_to_the_kubernetes_api__0001__chunk_0001,1,4,56,"This page provides an overview of controlling access to the Kubernetes API. Users access the Kubernetes API using kubectl, client libraries, or by making REST requests. Both human users and Kubernetes service accounts can be authorized for API access. When a request reaches the API, it goes through several stages, illustrated in the following diagram: kubectl"
k8s_security_docs,,k8s_security_docs__docs_concepts_security_controlling_access__controlling_access_to_the_kubernetes_api__transport_security__0002__chunk_0001,1,5,147,"By default, the Kubernetes API server listens on port 6443 on the first non-localhost network interface, protected by TLS. In a typical production Kubernetes cluster, the API serves on port 443. The port can be changed with the --secure-port, and the listening IP address with the --bind-address flag. --secure-port --bind-address The API server presents a certificate. This certificate may be signed using a private certificate authority (CA), or based on a public key infrastructure linked to a generally recognized CA. The certificate and corresponding private key can be set by using the --tls-cert-file and --tls-private-key-file flags. --tls-cert-file --tls-private-key-file If your cluster uses a private certificate authority, you need a copy of that CA certificate configured into your ~/.kube/config on the client, so that you can trust the connection and be confident it was not intercepted. ~/.kube/config Your client can present a TLS client certificate at this stage."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_controlling_access__controlling_access_to_the_kubernetes_api__authentication__0003__chunk_0001,1,9,143,"Once TLS is established, the HTTP request moves to the Authentication step. This is shown as step 1 in the diagram. The cluster creation script or cluster admin configures the API server to run one or more Authenticator modules. Authenticators are described in more detail in Authentication. The input to the authentication step is the entire HTTP request; however, it typically examines the headers and/or client certificate. Authentication modules include client certificates, password, and plain tokens, bootstrap tokens, and JSON Web Tokens (used for service accounts). Multiple authentication modules can be specified, in which case each one is tried in sequence, until one of them succeeds. If the request cannot be authenticated, it is rejected with HTTP status code 401. Otherwise, the user is authenticated as a specific username, and the user name is available to subsequent steps to use in their decisions."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_controlling_access__controlling_access_to_the_kubernetes_api__authentication__0003__chunk_0002,2,2,49,"Some authenticators also provide the group memberships of the user, while other authenticators do not. username While Kubernetes uses usernames for access control decisions and in request logging, it does not have a User object nor does it store usernames or other information about users in its API. User"
k8s_security_docs,,k8s_security_docs__docs_concepts_security_controlling_access__controlling_access_to_the_kubernetes_api__authorization__0004__chunk_0001,1,5,164,"After the request is authenticated as coming from a specific user, the request must be authorized. This is shown as step 2 in the diagram. A request must include the username of the requester, the requested action, and the object affected by the action. The request is authorized if an existing policy declares that the user has permissions to complete the requested action. For example, if Bob has the policy below, then he can read pods only in the namespace projectCaribou: projectCaribou { ""apiVersion"": ""abac.authorization.kubernetes.io/v1beta1"", ""kind"": ""Policy"", ""spec"": { ""user"": ""bob"", ""namespace"": ""projectCaribou"", ""resource"": ""pods"", ""readonly"": true } } If Bob makes the following request, the request is authorized because he is allowed to read objects in the projectCaribou namespace: projectCaribou { ""apiVersion"": ""authorization.k8s.io/v1beta1"", ""kind"": ""SubjectAccessReview"", ""spec"": { ""resourceAttributes"": { ""namespace"": ""projectCaribou"", ""verb"": ""get"", ""group"": ""unicorn.example.org"", ""resource"": ""pods"" } } } If Bob makes a request to write ( create or update ) to the objects in the projectCaribou namespace, his authorization is denied."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_controlling_access__controlling_access_to_the_kubernetes_api__authorization__0004__chunk_0002,2,7,159,"If Bob makes a request to read ( get ) objects in a different namespace such as projectFish, then his authorization is denied. create update projectCaribou get projectFish Kubernetes authorization requires that you use common REST attributes to interact with existing organization-wide or cloud-provider-wide access control systems. It is important to use REST formatting because these control systems might interact with other APIs besides the Kubernetes API. Kubernetes supports multiple authorization modules, such as ABAC mode, RBAC Mode, and Webhook mode. When an administrator creates a cluster, they configure the authorization modules that should be used in the API server. If more than one authorization modules are configured, Kubernetes checks each module, and if any module authorizes the request, then the request can proceed. If all of the modules deny the request, then the request is denied (HTTP status code 403). To learn more about Kubernetes authorization, including details about creating policies using the supported authorization modules, see Authorization."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_controlling_access__controlling_access_to_the_kubernetes_api__admission_control__0005__chunk_0001,1,10,155,"Admission Control modules are software modules that can modify or reject requests. In addition to the attributes available to Authorization modules, Admission Control modules can access the contents of the object that is being created or modified. Admission controllers act on requests that create, modify, delete, or connect to (proxy) an object. Admission controllers do not act on requests that merely read objects. When multiple admission controllers are configured, they are called in order. This is shown as step 3 in the diagram. Unlike Authentication and Authorization modules, if any admission controller module rejects, then the request is immediately rejected. In addition to rejecting objects, admission controllers can also set complex defaults for fields. The available Admission Control modules are described in Admission Controllers. Once a request passes all admission controllers, it is validated using the validation routines for the corresponding API object, and then written to the object store (shown as step 4 )."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_controlling_access__controlling_access_to_the_kubernetes_api__auditing__0006__chunk_0001,1,3,52,"Section: Controlling Access to the Kubernetes API > Auditing. Kubernetes auditing provides a security-relevant, chronological set of records documenting the sequence of actions in a cluster. The cluster audits the activities generated by users, by applications that use the Kubernetes API, and by the control plane itself. For more information, see Auditing."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__0001__chunk_0001,1,3,75,"Kubernetes RBAC is a key security control to ensure that cluster users and workloads have only the access to resources required to execute their roles. It is important to ensure that, when designing permissions for cluster users, the cluster administrator understands the areas where privilege escalation could occur, to reduce the risk of excessive access leading to security incidents. The good practices laid out here should be read in conjunction with the general RBAC documentation."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__general_good_practice__least_privilege__0002__chunk_0001,1,8,137,"Ideally, minimal RBAC rights should be assigned to users and service accounts. Only permissions explicitly required for their operation should be used. While each cluster will be different, some general rules that can be applied are: Assign permissions at the namespace level where possible. Use RoleBindings as opposed to ClusterRoleBindings to give users rights only within a specific namespace. Avoid providing wildcard permissions when possible, especially to all resources. As Kubernetes is an extensible system, providing wildcard access gives rights not just to all object types that currently exist in the cluster, but also to all object types which are created in the future. Administrators should not use cluster-admin accounts except where specifically needed. Providing a low privileged account with impersonation rights can avoid accidental modification of cluster resources. cluster-admin Avoid adding users to the system:masters group."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__general_good_practice__least_privilege__0002__chunk_0002,2,2,65,"Any user who is a member of this group bypasses all RBAC rights checks and will always have unrestricted superuser access, which cannot be revoked by removing RoleBindings or ClusterRoleBindings. As an aside, if a cluster is using an authorization webhook, membership of this group also bypasses that webhook (requests from users who are members of that group are never sent to the webhook) system:masters"
k8s_security_docs,,k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__general_good_practice__minimize_distribution_of_privileged_tokens__0003__chunk_0001,1,6,110,"Ideally, pods shouldn't be assigned service accounts that have been granted powerful permissions (for example, any of the rights listed under privilege escalation risks ). In cases where a workload requires powerful permissions, consider the following practices: Limit the number of nodes running powerful pods. Ensure that any DaemonSets you run are necessary and are run with least privilege to limit the blast radius of container escapes. Avoid running powerful pods alongside untrusted or publicly-exposed ones. Consider using Taints and Toleration, NodeAffinity, or PodAntiAffinity to ensure pods don't run alongside untrusted or less-trusted Pods. Pay special attention to situations where less-trustworthy Pods are not meeting the Restricted Pod Security Standard."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__general_good_practice__hardening__0004__chunk_0001,1,5,120,"Kubernetes defaults to providing access which may not be required in every cluster. Reviewing the RBAC rights provided by default can provide opportunities for security hardening. In general, changes should not be made to rights provided to system: accounts some options to harden cluster rights exist: system: Review bindings for the system:unauthenticated group and remove them where possible, as this gives access to anyone who can contact the API server at a network level. system:unauthenticated Avoid the default auto-mounting of service account tokens by setting automountServiceAccountToken: false. For more details, see using default service account token. Setting this value for a Pod will overwrite the service account setting, workloads which require service account tokens can still mount them. automountServiceAccountToken: false"
k8s_security_docs,,k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__general_good_practice__periodic_review__0005__chunk_0001,1,2,53,"It is vital to periodically review the Kubernetes RBAC settings for redundant entries and possible privilege escalations. If an attacker is able to create a user account with the same name as a deleted user, they can automatically inherit all the rights of the deleted user, especially the rights assigned to that user."
k8s_security_docs,,k8s_security_docs__docs_concepts_security_rbac_good_practices__role_based_access_control_good_practices__kubernetes_rbac_privilege_escalation_risks__0006__chunk_0001,1,2,64,"Within Kubernetes RBAC there are a number of privileges which, if granted, can allow a user or a service account to escalate their privileges in the cluster or affect systems outside the cluster. This section is intended to provide visibility of the areas where cluster operators should take care, to ensure that they do not inadvertently allow for more access to clusters than intended."
